customer_id,signup_date,age_band,postal_district,income_tier,latent_segment,total_spend_24mo,avg_basket_size,visits_per_week,weekend_browse_fraction,luxury_category_fraction,distinct_categories,days_since_last_visit,marketing_email_open_rate
C04272,2025-10-14,18-24,53,low,weekend_browser_bargain,932.79,42.25,0.953,0.951,0.078,2,6,0.696
C04273,2024-05-20,18-24,76,low,weekend_browser_bargain,1915.89,24.04,0.866,0.705,0.223,3,3,0.414
C04274,2024-09-07,35-44,77,low,lapsed_reactivatable,902.31,48.59,0.212,0.548,0.413,4,112,0.85
C04275,2025-06-10,18-24,03,high,corporate_gifter_seasonal,3052.31,295.0,0.221,0.233,0.749,3,5,0.689
C04276,2025-12-03,25-34,11,high,corporate_gifter_seasonal,1504.59,232.76,0.348,0.241,0.697,2,5,0.805
C04277,2024-08-03,45-54,03,high,casual_long_tail,3877.71,69.61,0.602,0.464,0.489,2,5,0.872
C04278,2024-05-28,18-24,76,low,weekend_browser_bargain,1734.92,24.32,0.745,0.596,0.157,3,6,0.514
C04279,2025-11-24,18-24,15,mid,family_bulk_weekly,2487.56,100.82,1.167,0.543,0.329,5,3,0.337
C04280,2026-03-14,25-34,17,mid,casual_long_tail,76.77,67.46,0.175,0.451,0.342,3,0,0.714
C04281,2024-06-21,18-24,03,high,lapsed_reactivatable,566.34,53.45,0.104,0.507,0.365,1,102,0.405
C04282,2025-12-24,25-34,23,mid,family_bulk_weekly,1857.4,96.85,1.225,0.484,0.303,3,5,0.557
C04283,2024-10-13,18-24,53,low,weekend_browser_bargain,1736.75,34.15,0.716,0.822,0.069,2,0,0.52
C04284,2026-04-02,35-44,01,high,new_digital_native,88.55,46.43,0.667,0.477,0.206,4,16,0.276
C04285,2025-06-21,35-44,76,low,casual_long_tail,1142.27,45.84,0.641,0.377,0.188,3,1,0.702
C04286,2025-12-06,18-24,78,low,family_bulk_weekly,3192.88,127.85,1.116,0.516,0.199,3,3,0.669
C04287,2025-05-29,25-34,52,low,family_bulk_weekly,7485.93,117.07,1.213,0.685,0.242,5,1,0.396
C04288,2024-08-16,18-24,77,low,weekend_browser_bargain,4026.81,46.27,0.945,0.665,0.242,1,5,0.565
C04289,2026-04-20,18-24,24,mid,new_digital_native,94.3,50.58,2.0,0.503,0.316,2,1,0.352
C04290,2025-04-17,25-34,01,high,lapsed_reactivatable,755.6,71.9,0.189,0.487,0.334,10,94,0.314
C04291,2024-12-28,18-24,78,low,weekend_browser_bargain,1517.06,32.98,0.742,0.643,0.054,6,2,0.388
C04292,2024-07-27,55+,03,high,weekday_luxury_regular,35027.2,147.44,2.513,0.108,0.749,9,5,0.429
C04293,2025-06-17,18-24,76,low,weekend_browser_bargain,876.9,29.7,0.7,0.769,0.149,3,4,0.361
C04294,2025-07-12,18-24,54,low,weekend_browser_bargain,586.26,20.66,0.786,0.85,0.0,1,1,0.465
C04295,2025-05-16,55+,15,mid,casual_long_tail,1698.42,40.98,0.839,0.534,0.254,4,0,0.836
C04296,2025-04-21,35-44,03,high,weekday_luxury_regular,27151.63,237.59,2.232,0.211,0.853,6,0,0.706
C04297,2026-03-23,35-44,53,low,casual_long_tail,225.28,78.79,0.677,0.465,0.442,5,5,0.522
C04298,2024-06-16,45-54,76,low,casual_long_tail,3545.91,72.52,0.497,0.621,0.352,3,6,0.334
C04299,2026-03-30,55+,24,mid,new_digital_native,39.91,40.03,0.292,0.331,0.443,5,2,0.742
C04300,2024-08-13,18-24,54,low,weekend_browser_bargain,2831.23,34.89,0.895,0.612,0.194,2,0,0.601
C04301,2024-09-16,35-44,76,low,casual_long_tail,1134.3,20.69,0.611,0.326,0.195,5,3,0.758
C04302,2025-03-30,25-34,77,low,weekend_browser_bargain,1788.41,35.82,0.99,0.743,0.177,4,1,0.271
C04303,2024-12-18,55+,23,mid,casual_long_tail,2152.14,53.74,0.542,0.463,0.395,2,3,0.725
C04304,2024-08-18,18-24,15,mid,family_bulk_weekly,6822.62,69.78,1.222,0.68,0.244,4,6,0.484
C04305,2026-04-05,18-24,52,low,new_digital_native,45.72,48.69,0.389,0.445,0.513,1,2,0.326
C04306,2026-02-20,45-54,03,high,weekday_luxury_regular,3722.87,257.07,1.694,0.082,0.924,6,1,0.469
C04307,2026-02-27,25-34,23,mid,casual_long_tail,201.06,32.11,0.764,0.609,0.245,2,5,0.476
C04308,2024-11-28,18-24,53,low,weekend_browser_bargain,773.37,16.3,0.685,0.893,0.11,6,4,0.53
C04309,2026-03-31,25-34,02,high,new_digital_native,93.91,41.63,0.609,0.474,0.387,3,28,0.08
C04310,2026-04-10,35-44,17,mid,new_digital_native,57.11,32.65,1.077,0.434,0.42,1,21,0.633
C04311,2025-04-16,25-34,10,high,corporate_gifter_seasonal,3986.22,281.27,0.301,0.248,0.537,4,2,0.732
C04312,2026-02-18,45-54,24,mid,lapsed_reactivatable,68.28,67.24,0.109,0.568,0.401,2,147,0.439
C04313,2026-02-06,25-34,78,low,weekend_browser_bargain,119.96,30.78,0.368,0.87,0.0,4,3,0.243
C04314,2025-02-12,25-34,54,low,weekend_browser_bargain,900.22,29.75,0.531,0.719,0.207,5,2,0.25
C04315,2024-05-26,45-54,01,high,weekday_luxury_regular,39810.49,153.39,2.601,0.146,0.89,10,2,0.6
C04316,2024-07-16,35-44,11,high,weekday_luxury_regular,33915.91,164.76,2.438,0.155,0.726,4,4,0.678
C04317,2026-02-02,18-24,76,low,casual_long_tail,189.63,47.76,0.35,0.455,0.338,2,3,0.245
C04318,2026-04-07,45-54,24,mid,new_digital_native,61.01,31.28,0.875,0.439,0.35,2,16,0.596
C04319,2026-01-04,18-24,11,high,lapsed_reactivatable,119.36,101.99,0.064,0.598,0.273,5,171,0.687
C04320,2026-02-07,55+,77,low,lapsed_reactivatable,71.44,62.62,0.093,0.546,0.422,7,131,0.565
C04321,2026-04-12,25-34,11,high,new_digital_native,57.38,37.58,1.273,0.551,0.32,2,11,0.415
C04322,2024-06-12,45-54,11,high,casual_long_tail,2924.67,55.72,0.566,0.481,0.376,2,6,0.256
C04323,2026-02-08,25-34,52,low,family_bulk_weekly,1081.3,90.7,1.041,0.597,0.498,2,1,0.228
C04324,2026-04-19,45-54,02,high,new_digital_native,45.45,38.66,1.0,0.575,0.395,8,15,0.782
C04325,2025-05-13,35-44,10,high,weekday_luxury_regular,24895.76,188.72,2.881,0.148,1.0,4,3,0.643
C04326,2025-11-09,18-24,16,mid,lapsed_reactivatable,322.21,70.18,0.17,0.452,0.376,6,102,0.264
C04327,2026-01-03,18-24,02,high,lapsed_reactivatable,110.51,38.86,0.191,0.543,0.395,9,170,0.298
C04328,2024-05-18,18-24,16,mid,casual_long_tail,4012.97,67.07,0.626,0.528,0.512,3,5,0.437
C04329,2024-10-05,35-44,03,high,weekday_luxury_regular,28767.41,162.88,2.168,0.342,0.881,3,0,0.397
C04330,2025-05-13,25-34,53,low,family_bulk_weekly,7298.16,135.87,1.035,0.556,0.251,10,0,0.499
C04331,2025-06-27,18-24,77,low,weekend_browser_bargain,1830.95,48.39,0.817,0.751,0.105,4,0,0.289
C04332,2025-03-28,18-24,53,low,family_bulk_weekly,8483.12,104.14,1.343,0.494,0.306,2,6,0.556
C04333,2025-03-21,55+,23,mid,family_bulk_weekly,7369.42,102.0,1.178,0.553,0.338,1,3,0.481
C04334,2025-09-24,18-24,77,low,weekend_browser_bargain,1043.87,41.66,0.863,0.858,0.051,1,3,0.14
C04335,2025-08-21,35-44,02,high,weekday_luxury_regular,6901.6,82.35,2.286,0.257,0.692,5,5,0.885
C04336,2025-09-14,45-54,02,high,weekday_luxury_regular,12758.3,136.6,2.439,0.275,1.0,5,5,0.494
C04337,2025-02-20,25-34,76,low,weekend_browser_bargain,1133.57,30.48,0.639,0.805,0.0,4,6,0.51
C04338,2024-08-21,35-44,15,mid,casual_long_tail,2345.44,46.04,0.643,0.415,0.497,2,1,0.497
C04339,2024-05-10,35-44,11,high,weekday_luxury_regular,55547.23,199.2,2.651,0.153,0.914,6,3,0.67
C04340,2024-08-02,18-24,78,low,weekend_browser_bargain,1802.26,23.78,0.901,0.75,0.174,6,5,0.425
C04341,2024-12-19,35-44,10,high,lapsed_reactivatable,812.97,77.24,0.129,0.66,0.225,1,97,0.615
C04342,2024-09-22,25-34,76,low,weekend_browser_bargain,2119.32,32.04,0.799,0.654,0.063,1,3,0.276
C04343,2024-11-04,45-54,10,high,corporate_gifter_seasonal,3340.72,190.07,0.236,0.269,0.586,3,4,0.837
C04344,2025-01-19,35-44,03,high,weekday_luxury_regular,30021.0,189.58,2.333,0.057,0.993,6,0,0.339
C04345,2026-01-13,45-54,23,mid,family_bulk_weekly,2206.89,126.44,1.26,0.677,0.217,1,3,0.599
C04346,2024-05-17,45-54,52,low,family_bulk_weekly,10612.48,88.63,1.18,0.648,0.0,3,2,0.769
C04347,2024-05-04,25-34,77,low,weekend_browser_bargain,3227.57,44.38,0.759,0.749,0.115,5,4,0.49
C04348,2026-03-11,18-24,23,mid,family_bulk_weekly,773.02,123.04,0.977,0.698,0.139,1,6,0.395
C04349,2025-11-12,45-54,10,high,lapsed_reactivatable,398.51,58.88,0.259,0.495,0.561,1,103,0.649
C04350,2024-09-27,18-24,76,low,weekend_browser_bargain,2613.4,36.89,1.002,0.86,0.05,4,5,0.361
C04351,2024-07-02,35-44,03,high,weekday_luxury_regular,38166.63,144.56,2.726,0.23,0.935,7,4,0.823
C04352,2026-03-18,25-34,11,high,lapsed_reactivatable,75.22,80.28,0.194,0.505,0.205,3,69,0.191
C04353,2026-04-11,55+,10,high,new_digital_native,141.68,68.64,1.167,0.496,0.38,5,29,0.808
C04354,2025-10-25,25-34,52,low,family_bulk_weekly,2104.23,90.02,0.894,0.591,0.372,8,2,0.726
C04355,2025-02-15,18-24,78,low,weekend_browser_bargain,1334.51,33.64,0.632,0.789,0.285,2,0,0.611
C04356,2026-04-15,25-34,10,high,new_digital_native,109.94,57.69,1.75,0.511,0.45,5,7,0.379
C04357,2024-06-20,25-34,76,low,weekend_browser_bargain,3153.63,41.72,0.792,0.688,0.32,6,1,0.523
C04358,2026-03-05,25-34,03,high,family_bulk_weekly,855.09,83.49,1.429,0.526,0.256,6,4,0.679
C04359,2025-03-31,45-54,10,high,lapsed_reactivatable,172.78,51.16,0.054,0.487,0.289,6,157,0.688
C04360,2025-09-29,25-34,17,mid,casual_long_tail,964.38,51.44,0.612,0.481,0.472,5,4,0.431
C04361,2025-10-26,45-54,78,low,family_bulk_weekly,4075.99,126.74,1.251,0.58,0.431,4,5,0.686
C04362,2026-02-09,18-24,11,high,corporate_gifter_seasonal,863.77,157.53,0.479,0.28,0.818,9,3,0.293
C04363,2024-08-22,25-34,76,low,casual_long_tail,3276.93,60.95,0.575,0.443,0.527,6,3,0.497
C04364,2024-11-17,25-34,23,mid,family_bulk_weekly,5047.02,58.7,1.046,0.524,0.38,1,1,0.256
C04365,2024-05-16,55+,02,high,family_bulk_weekly,9269.52,108.38,1.079,0.674,0.128,6,1,0.543
C04366,2026-01-06,25-34,01,high,family_bulk_weekly,2282.15,111.8,1.178,0.449,0.372,1,4,0.492
C04367,2024-10-28,35-44,17,mid,lapsed_reactivatable,401.58,52.68,0.103,0.474,0.451,3,89,0.266
C04368,2025-12-14,25-34,53,low,weekend_browser_bargain,595.9,32.57,0.969,0.872,0.0,5,3,0.144
C04369,2026-03-09,25-34,76,low,casual_long_tail,413.17,57.33,1.089,0.42,0.33,6,2,0.509
C04370,2025-04-16,55+,16,mid,family_bulk_weekly,4786.04,59.23,1.317,0.614,0.005,2,1,0.671
C04371,2024-06-30,45-54,77,low,family_bulk_weekly,12373.34,105.35,1.11,0.6,0.441,3,5,0.569
C04372,2025-03-08,18-24,24,mid,casual_long_tail,1476.65,49.42,0.477,0.461,0.373,2,6,0.569
C04373,2025-02-18,25-34,52,low,family_bulk_weekly,5962.29,84.0,1.338,0.549,0.403,7,3,0.403
C04374,2026-01-10,18-24,78,low,lapsed_reactivatable,147.04,71.68,0.136,0.408,0.171,1,89,0.231
C04375,2024-10-06,25-34,53,low,weekend_browser_bargain,2116.26,31.67,0.794,0.663,0.006,2,2,0.366
C04376,2024-08-26,55+,10,high,corporate_gifter_seasonal,4802.64,252.54,0.231,0.311,0.684,9,1,0.286
C04377,2025-08-09,45-54,01,high,weekday_luxury_regular,11709.68,137.96,2.424,0.097,1.0,9,0,0.411
C04378,2025-01-17,55+,01,high,weekday_luxury_regular,29950.56,163.36,2.688,0.186,0.684,9,4,0.532
C04379,2026-03-03,35-44,16,mid,lapsed_reactivatable,36.97,34.27,0.137,0.473,0.374,2,157,0.44
C04380,2026-03-11,18-24,11,high,corporate_gifter_seasonal,349.81,294.55,0.163,0.426,0.688,10,2,0.655
C04381,2025-07-20,18-24,53,low,weekend_browser_bargain,1048.92,41.47,0.809,0.79,0.133,1,4,0.588
C04382,2024-07-02,18-24,54,low,weekend_browser_bargain,2115.17,35.49,0.636,0.664,0.22,3,3,0.559
C04383,2026-04-11,25-34,76,low,new_digital_native,100.37,43.79,1.167,0.467,0.242,7,29,0.745
C04384,2026-04-22,55+,01,high,new_digital_native,52.45,53.94,1.0,0.501,0.47,2,1,0.381
C04385,2024-12-19,25-34,11,high,casual_long_tail,2815.24,55.97,0.7,0.519,0.438,7,0,0.266
C04386,2024-07-04,18-24,53,low,weekend_browser_bargain,1731.62,29.0,0.606,0.942,0.265,3,3,0.405
C04387,2025-11-28,35-44,01,high,weekday_luxury_regular,5615.78,111.27,2.493,0.167,0.862,6,5,0.525
C04388,2024-10-01,35-44,03,high,corporate_gifter_seasonal,4214.44,266.64,0.197,0.349,0.567,7,5,0.707
C04389,2025-04-12,35-44,23,mid,family_bulk_weekly,8292.92,109.54,1.154,0.661,0.429,3,4,0.153
C04390,2025-05-22,45-54,03,high,family_bulk_weekly,6520.67,102.04,1.125,0.602,0.354,4,6,0.238
C04391,2024-12-01,25-34,02,high,lapsed_reactivatable,219.77,25.81,0.11,0.435,0.463,3,70,0.528
C04392,2025-05-17,25-34,01,high,corporate_gifter_seasonal,1892.07,206.72,0.164,0.263,0.787,6,3,0.764
C04393,2025-08-01,45-54,15,mid,lapsed_reactivatable,318.05,78.51,0.106,0.499,0.381,5,144,0.42
C04394,2024-12-08,45-54,78,low,lapsed_reactivatable,675.75,59.35,0.168,0.703,0.294,6,91,0.794
C04395,2024-07-08,35-44,03,high,weekday_luxury_regular,51944.05,205.69,2.633,0.212,0.905,9,5,0.451
C04396,2025-04-28,45-54,52,low,lapsed_reactivatable,182.78,39.21,0.097,0.491,0.374,3,160,0.26
C04397,2025-02-28,35-44,01,high,lapsed_reactivatable,460.5,73.0,0.117,0.483,0.551,2,102,0.372
C04398,2026-04-04,35-44,10,high,new_digital_native,47.88,42.62,0.368,0.468,0.236,4,18,0.548
C04399,2026-04-23,35-44,78,low,new_digital_native,23.64,23.59,1.0,0.55,0.4,7,14,0.623
C04400,2025-11-23,35-44,10,high,weekday_luxury_regular,7697.74,183.45,2.272,0.211,0.618,7,5,0.39
C04401,2026-04-15,18-24,10,high,new_digital_native,57.27,28.86,1.75,0.397,0.379,9,17,0.816
C04402,2024-11-24,35-44,11,high,weekday_luxury_regular,33162.75,194.88,2.542,0.19,0.759,4,6,0.858
C04403,2025-05-15,25-34,10,high,lapsed_reactivatable,281.93,71.93,0.082,0.259,0.443,7,127,0.304
C04404,2025-03-28,25-34,01,high,family_bulk_weekly,3725.98,74.99,0.841,0.482,0.201,3,6,0.246
C04405,2025-11-09,18-24,52,low,weekend_browser_bargain,654.96,42.43,0.679,0.754,0.273,2,4,0.313
C04406,2026-02-23,18-24,54,low,casual_long_tail,349.25,50.09,0.831,0.554,0.34,8,1,0.286
C04407,2024-10-18,45-54,77,low,family_bulk_weekly,13575.84,136.77,1.268,0.564,0.317,3,0,0.281
C04408,2026-04-14,45-54,01,high,new_digital_native,111.55,49.71,1.556,0.347,0.377,7,12,0.309
C04409,2024-08-16,25-34,78,low,weekend_browser_bargain,2436.35,27.03,0.956,0.866,0.129,4,5,0.224
C04410,2025-11-04,25-34,52,low,weekend_browser_bargain,373.29,30.41,0.494,0.839,0.156,1,6,0.387
C04411,2024-12-16,25-34,24,mid,family_bulk_weekly,9037.1,97.39,1.32,0.327,0.343,4,6,0.294
C04412,2026-02-17,35-44,11,high,family_bulk_weekly,1125.8,127.92,1.185,0.636,0.398,4,3,0.198
C04413,2025-04-07,25-34,15,mid,family_bulk_weekly,6423.19,89.73,1.249,0.485,0.34,10,2,0.523
C04414,2026-04-04,35-44,03,high,new_digital_native,33.1,40.14,0.368,0.362,0.356,3,21,0.608
C04415,2025-12-21,35-44,01,high,family_bulk_weekly,2292.37,89.47,1.309,0.411,0.38,5,4,0.413
C04416,2026-03-30,25-34,02,high,new_digital_native,34.22,33.7,0.292,0.486,0.251,6,4,0.244
C04417,2025-05-20,25-34,02,high,family_bulk_weekly,3379.27,72.82,1.036,0.572,0.287,1,0,0.538
C04418,2026-04-21,55+,78,low,new_digital_native,82.16,51.39,2.0,0.507,0.326,4,16,0.604
C04419,2026-04-07,35-44,10,high,new_digital_native,44.74,45.14,0.438,0.416,0.436,7,4,0.857
C04420,2025-09-03,18-24,11,high,casual_long_tail,1207.52,51.03,0.694,0.418,0.296,4,6,0.418
C04421,2024-11-17,55+,54,low,casual_long_tail,2041.66,43.32,0.724,0.456,0.512,3,4,0.395
C04422,2025-11-02,35-44,24,mid,casual_long_tail,875.8,57.63,0.61,0.482,0.325,7,2,0.494
C04423,2025-01-05,25-34,10,high,lapsed_reactivatable,733.7,54.82,0.207,0.477,0.327,8,161,0.374
C04424,2025-03-16,18-24,53,low,weekend_browser_bargain,1455.23,29.45,0.851,0.768,0.088,8,3,0.706
C04425,2025-04-06,18-24,54,low,weekend_browser_bargain,1752.51,36.8,0.843,0.767,0.17,2,0,0.539
C04426,2026-04-23,45-54,53,low,new_digital_native,34.1,29.27,1.0,0.477,0.538,3,23,0.453
C04427,2024-12-10,45-54,11,high,corporate_gifter_seasonal,4342.66,276.04,0.224,0.373,0.595,4,5,0.369
C04428,2025-05-22,18-24,53,low,casual_long_tail,2269.66,51.29,0.812,0.54,0.15,5,3,0.224
C04429,2025-03-17,55+,15,mid,casual_long_tail,1614.02,63.58,0.47,0.415,0.57,6,3,0.652
C04430,2024-09-12,45-54,76,low,family_bulk_weekly,10749.43,111.84,1.226,0.539,0.34,1,6,0.507
C04431,2024-10-11,25-34,11,high,corporate_gifter_seasonal,3959.64,226.92,0.238,0.456,0.818,5,6,0.63
C04432,2024-06-16,45-54,76,low,casual_long_tail,3130.5,43.28,0.746,0.452,0.31,3,3,0.567
C04433,2025-04-04,55+,02,high,lapsed_reactivatable,731.94,63.6,0.182,0.527,0.43,4,67,0.66
C04434,2026-03-09,55+,52,low,lapsed_reactivatable,61.07,58.34,0.156,0.601,0.337,4,150,0.444
C04435,2025-02-25,25-34,02,high,corporate_gifter_seasonal,3408.23,182.53,0.315,0.409,0.722,10,5,0.504
C04436,2024-06-09,25-34,76,low,family_bulk_weekly,14344.91,111.37,1.168,0.596,0.15,5,5,0.683
C04437,2025-05-02,25-34,76,low,weekend_browser_bargain,2257.71,40.32,1.022,0.768,0.01,1,6,0.66
C04438,2024-07-12,25-34,53,low,weekend_browser_bargain,2143.43,29.75,0.808,0.737,0.211,2,5,0.293
C04439,2024-11-17,25-34,53,low,weekend_browser_bargain,1453.31,32.47,0.724,0.699,0.049,5,5,0.261
C04440,2024-08-17,18-24,76,low,weekend_browser_bargain,3102.12,42.96,0.741,0.774,0.159,3,1,0.482
C04441,2025-01-08,25-34,52,low,weekend_browser_bargain,2131.73,32.68,0.983,0.784,0.027,6,1,0.566
C04442,2025-05-08,55+,23,mid,lapsed_reactivatable,966.98,67.84,0.26,0.518,0.372,3,94,0.764
C04443,2025-10-07,18-24,10,high,family_bulk_weekly,3521.07,118.99,1.025,0.48,0.317,3,2,0.743
C04444,2026-04-02,45-54,76,low,new_digital_native,27.8,28.9,0.333,0.499,0.509,7,11,0.728
C04445,2024-11-27,18-24,78,low,weekend_browser_bargain,2821.36,42.66,0.984,0.942,0.279,4,3,0.549
C04446,2026-04-13,35-44,11,high,new_digital_native,115.93,49.24,1.4,0.501,0.276,2,17,0.719
C04447,2026-04-10,35-44,78,low,new_digital_native,78.21,43.99,1.077,0.461,0.484,3,6,0.759
C04448,2026-04-06,35-44,10,high,new_digital_native,40.26,34.95,0.412,0.393,0.38,5,9,0.392
C04449,2025-12-19,45-54,24,mid,casual_long_tail,381.32,59.07,0.336,0.461,0.499,3,1,0.426
C04450,2024-11-07,35-44,17,mid,family_bulk_weekly,7952.13,89.0,1.066,0.514,0.393,7,4,0.374
C04451,2024-08-29,55+,23,mid,casual_long_tail,2131.55,49.72,0.5,0.445,0.358,5,1,0.798
C04452,2025-02-18,55+,10,high,corporate_gifter_seasonal,3178.67,190.58,0.294,0.255,0.777,5,2,0.523
C04453,2025-11-22,45-54,10,high,weekday_luxury_regular,11265.84,190.76,3.039,0.228,0.967,11,6,0.81
C04454,2024-10-26,45-54,11,high,family_bulk_weekly,11108.02,104.22,1.184,0.646,0.082,5,5,0.526
C04455,2026-03-25,35-44,01,high,new_digital_native,63.61,61.84,0.241,0.457,0.47,3,20,0.608
C04456,2025-04-07,18-24,76,low,weekend_browser_bargain,1213.31,43.6,0.643,0.766,0.131,1,4,0.544
C04457,2025-12-27,45-54,24,mid,casual_long_tail,874.24,46.26,1.077,0.615,0.362,4,2,0.45
C04458,2026-04-13,45-54,15,mid,new_digital_native,46.1,49.31,0.7,0.548,0.386,5,27,0.659
C04459,2025-11-28,25-34,53,low,weekend_browser_bargain,559.11,36.0,0.815,0.743,0.259,5,1,0.396
C04460,2025-05-20,35-44,15,mid,lapsed_reactivatable,177.98,56.5,0.083,0.456,0.408,5,179,0.465
C04461,2026-03-18,18-24,54,low,weekend_browser_bargain,110.28,34.74,0.583,0.812,0.062,3,2,0.368
C04462,2025-02-25,35-44,03,high,weekday_luxury_regular,16275.16,96.9,2.621,0.175,0.731,11,6,0.543
C04463,2026-04-03,35-44,24,mid,new_digital_native,39.98,40.83,0.35,0.434,0.193,4,1,0.254
C04464,2026-04-13,35-44,78,low,new_digital_native,91.0,47.75,1.4,0.436,0.378,8,26,0.746
C04465,2024-08-09,55+,10,high,weekday_luxury_regular,25267.59,123.38,2.712,0.086,0.912,8,5,0.658
C04466,2024-05-23,25-34,52,low,weekend_browser_bargain,1977.8,31.37,0.72,0.731,0.342,1,3,0.522
C04467,2025-04-18,18-24,53,low,weekend_browser_bargain,1428.87,31.18,1.003,0.795,0.12,3,2,0.235
C04468,2025-08-31,18-24,54,low,weekend_browser_bargain,614.1,20.44,0.894,0.927,0.127,5,6,0.303
C04469,2025-04-17,35-44,03,high,weekday_luxury_regular,19180.06,143.91,2.566,0.203,0.786,6,0,0.526
C04470,2026-04-03,35-44,17,mid,new_digital_native,36.88,45.15,0.35,0.373,0.425,4,1,0.538
C04471,2024-09-29,35-44,76,low,family_bulk_weekly,2427.33,26.92,1.067,0.458,0.255,2,1,0.294
C04472,2024-11-06,18-24,17,mid,casual_long_tail,2985.15,57.82,0.63,0.491,0.544,2,4,0.466
C04473,2025-05-31,45-54,53,low,family_bulk_weekly,6376.55,98.06,1.22,0.591,0.239,1,1,0.106
C04474,2024-11-09,18-24,11,high,family_bulk_weekly,7799.74,85.04,1.136,0.535,0.257,4,3,0.542
C04475,2025-07-04,55+,23,mid,family_bulk_weekly,5680.1,84.48,1.41,0.539,0.324,2,5,0.626
C04476,2026-04-07,18-24,54,low,new_digital_native,110.16,47.72,0.875,0.394,0.453,5,25,0.605
C04477,2025-04-25,25-34,53,low,family_bulk_weekly,5497.56,94.5,1.099,0.442,0.144,2,4,0.518
C04478,2026-04-08,35-44,24,mid,new_digital_native,44.11,44.66,0.467,0.393,0.365,4,13,0.566
C04479,2024-09-25,25-34,54,low,casual_long_tail,4207.33,73.59,0.67,0.667,0.365,7,2,0.409
C04480,2025-12-18,25-34,54,low,lapsed_reactivatable,194.42,65.9,0.167,0.441,0.373,4,73,0.426
C04481,2024-09-25,45-54,10,high,corporate_gifter_seasonal,4036.44,239.92,0.219,0.32,0.816,12,1,0.582
C04482,2026-03-30,18-24,17,mid,new_digital_native,25.99,31.85,0.292,0.536,0.332,2,17,0.736
C04483,2026-02-13,18-24,54,low,weekend_browser_bargain,525.19,45.04,1.217,0.769,0.12,8,3,0.298
C04484,2026-02-07,35-44,77,low,family_bulk_weekly,471.25,78.45,0.653,0.59,0.344,4,3,0.648
C04485,2024-11-07,35-44,10,high,corporate_gifter_seasonal,2963.53,178.0,0.211,0.288,0.574,6,3,0.4
C04486,2024-06-02,25-34,23,mid,family_bulk_weekly,17942.82,127.61,1.4,0.492,0.241,8,4,0.892
C04487,2025-09-12,35-44,16,mid,lapsed_reactivatable,457.0,97.69,0.126,0.597,0.324,3,164,0.63
C04488,2026-01-26,45-54,02,high,corporate_gifter_seasonal,460.06,185.94,0.241,0.394,0.537,3,6,0.349
C04489,2025-04-02,55+,02,high,weekday_luxury_regular,25566.41,173.64,2.376,0.111,0.788,9,5,0.46
C04490,2026-02-01,18-24,01,high,corporate_gifter_seasonal,625.83,318.48,0.173,0.225,0.686,4,6,0.643
C04491,2025-09-15,18-24,17,mid,family_bulk_weekly,5461.86,145.85,1.241,0.478,0.317,10,2,0.83
C04492,2025-05-26,45-54,02,high,weekday_luxury_regular,18165.35,141.74,2.467,0.181,0.726,4,1,0.701
C04493,2025-10-02,55+,10,high,corporate_gifter_seasonal,1121.81,272.42,0.172,0.374,0.693,6,2,0.608
C04494,2025-02-24,25-34,54,low,weekend_browser_bargain,1465.35,28.88,0.894,0.847,0.038,4,1,0.382
C04495,2025-03-10,35-44,77,low,casual_long_tail,1882.27,61.39,0.531,0.463,0.538,4,4,0.318
C04496,2024-08-23,55+,03,high,casual_long_tail,3166.16,55.32,0.656,0.383,0.517,4,5,0.645
C04497,2025-05-01,45-54,11,high,corporate_gifter_seasonal,6281.1,382.4,0.333,0.429,0.457,8,5,0.513
C04498,2026-03-05,35-44,10,high,weekday_luxury_regular,4364.47,223.2,2.429,0.129,0.831,5,3,0.831
C04499,2025-12-16,18-24,76,low,weekend_browser_bargain,227.69,29.5,0.492,0.779,0.231,5,4,0.379
C04500,2024-07-18,45-54,54,low,family_bulk_weekly,13292.81,99.93,1.391,0.41,0.376,5,6,0.521
C04501,2024-08-17,18-24,78,low,weekend_browser_bargain,2728.84,39.9,0.844,0.726,0.022,4,6,0.19
C04502,2024-11-10,55+,03,high,weekday_luxury_regular,34187.42,171.73,2.514,0.304,0.807,9,1,0.576
C04503,2025-07-03,18-24,77,low,weekend_browser_bargain,1114.2,43.57,0.667,0.887,0.055,4,4,0.409
C04504,2025-09-16,18-24,77,low,weekend_browser_bargain,904.99,36.4,0.735,0.843,0.22,2,2,0.578
C04505,2024-08-09,25-34,01,high,corporate_gifter_seasonal,4023.21,147.98,0.27,0.32,0.788,3,0,0.554
C04506,2024-05-09,25-34,76,low,weekend_browser_bargain,4107.55,39.89,0.784,0.705,0.152,7,0,0.716
C04507,2026-04-02,55+,24,mid,new_digital_native,60.0,34.35,0.667,0.487,0.614,5,1,0.372
C04508,2024-08-04,35-44,77,low,family_bulk_weekly,6800.45,73.04,1.128,0.474,0.11,4,2,0.3
C04509,2024-09-24,55+,03,high,weekday_luxury_regular,44554.58,200.61,2.516,0.239,0.738,5,0,0.722
C04510,2026-03-26,35-44,77,low,new_digital_native,65.8,56.95,0.25,0.38,0.263,4,0,0.591
C04511,2026-02-28,45-54,10,high,lapsed_reactivatable,92.58,83.71,0.13,0.474,0.158,5,166,0.643
C04512,2024-12-22,45-54,01,high,corporate_gifter_seasonal,2306.98,187.62,0.187,0.304,0.709,2,6,0.643
